City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
111,Broken Hill,AU,2022-04-04 20:41:09,-31.95,141.4333,58.71,58,0,4.61
112,Chapleau,CA,2022-04-04 20:41:09,47.8405,-83.4034,39.29,56,100,6.91
113,Ternate,ID,2022-04-04 20:41:10,0.8,127.4,80.62,78,100,2.55
114,Monrovia,LR,2022-04-04 20:41:10,6.3005,-10.7969,78.57,81,77,4.81
115,Sitka,US,2022-04-04 20:41:10,57.0531,-135.33,42.69,70,0,5.75
116,Salalah,OM,2022-04-04 20:41:11,17.0151,54.0924,78.89,94,0,4.61
117,Lorengau,PG,2022-04-04 20:41:11,-2.0226,147.2712,82.0,79,100,15.3
118,Emba,KZ,2022-04-04 20:41:12,48.8264,58.1442,43.0,91,100,9.35
119,Grand Gaube,MU,2022-04-04 20:41:12,-20.0064,57.6608,79.38,83,100,4.0
120,Kinel-Cherkassy,RU,2022-04-04 20:41:13,53.4706,51.4743,32.76,94,96,13.65
121,Paamiut,GL,2022-04-04 20:41:13,61.994,-49.6678,33.71,95,100,13.47
122,San Pedro,PH,2022-04-04 20:41:14,14.35,121.0167,76.32,92,100,3.44
123,Ler,SS,2022-04-04 20:41:14,8.3018,30.1418,86.43,38,17,5.06
124,Paraiso,CR,2022-04-04 20:41:15,9.8383,-83.8656,74.26,95,100,2.98
125,Ostrovnoy,RU,2022-04-04 20:41:15,68.0531,39.5131,14.83,91,90,9.98
126,Goba,ET,2022-04-04 20:41:15,7.0167,39.9833,52.02,62,4,4.12
127,Ponta Delgada,PT,2022-04-04 20:41:16,37.7333,-25.6667,59.72,55,20,3.44
128,Nizwa,OM,2022-04-04 20:41:16,22.9333,57.5333,76.17,22,60,4.74
129,Turner,US,2022-04-04 20:41:17,44.2565,-70.2562,52.99,29,89,14.0
130,Takestan,IR,2022-04-04 20:41:17,36.0696,49.6959,53.73,37,13,7.38
131,Mildura,AU,2022-04-04 20:41:18,-34.2,142.15,51.76,71,0,2.3
132,Napier,NZ,2022-04-04 20:37:49,-39.4833,176.9167,57.27,99,68,3.91
133,Cidreira,BR,2022-04-04 20:41:19,-30.1811,-50.2056,70.0,89,98,8.01
134,Ust-Maya,RU,2022-04-04 20:41:19,60.4167,134.5333,20.48,88,100,7.0
135,Constitucion,CL,2022-04-04 20:41:20,-35.3333,-72.4167,64.71,52,0,16.73
136,Codrington,AU,2022-04-04 20:41:20,-38.2667,141.9667,51.08,87,100,3.69
137,Kavieng,PG,2022-04-04 20:41:20,-2.5744,150.7967,80.76,81,100,6.64
138,Souillac,MU,2022-04-04 20:41:21,-20.5167,57.5167,79.18,89,75,9.22
139,Ust-Nera,RU,2022-04-04 20:41:22,64.5667,143.2,-10.73,100,100,6.46
140,Kudahuvadhoo,MV,2022-04-04 20:41:22,2.6708,72.8944,83.14,61,21,2.13
141,Faanui,PF,2022-04-04 20:41:23,-16.4833,-151.75,82.85,72,17,17.49
142,Luoyang,CN,2022-04-04 20:41:23,34.6836,112.4536,59.76,68,100,3.78
143,Prabumulih,ID,2022-04-04 20:41:24,-3.45,104.25,73.71,98,99,0.63
144,Pisco,PE,2022-04-04 20:41:24,-13.7,-76.2167,73.45,68,0,5.75
145,Beringovskiy,RU,2022-04-04 20:41:24,63.05,179.3167,-3.26,80,92,16.49
146,Palia Kalan,IN,2022-04-04 20:41:25,28.45,80.5833,71.46,10,0,2.33
147,Ponta Do Sol,PT,2022-04-04 20:41:25,32.6667,-17.1,57.83,73,48,12.37
148,Narsaq,GL,2022-04-04 20:38:27,60.9167,-46.05,48.42,81,100,2.46
149,Whakatane,NZ,2022-04-04 20:41:26,-37.9585,176.9854,65.52,91,96,1.66
150,Yulara,AU,2022-04-04 20:41:26,-25.2406,130.9889,60.64,31,2,4.61
151,Leh,IN,2022-04-04 20:41:26,34.1667,77.5833,24.84,59,1,5.64
152,Mar Del Plata,AR,2022-04-04 20:39:11,-38.0023,-57.5575,71.62,65,0,11.5
153,Makungu,TZ,2022-04-04 20:41:27,-8.7333,35.2833,62.71,98,86,2.3
154,Erenhot,CN,2022-04-04 20:41:27,43.6475,111.9767,36.25,36,1,9.71
155,Touros,BR,2022-04-04 20:41:28,-5.1989,-35.4608,80.33,73,23,13.87
156,Jamestown,US,2022-04-04 20:41:28,42.097,-79.2353,45.01,49,75,8.05
157,Svetlyy,RU,2022-04-04 20:41:29,54.675,20.1347,37.45,96,100,31.97
158,Matara,LK,2022-04-04 20:41:29,5.9485,80.5353,76.96,85,91,1.59
159,Inongo,CD,2022-04-04 20:41:29,-1.95,18.2667,75.49,79,28,5.61
160,Konnur,IN,2022-04-04 20:41:30,16.2,74.75,81.45,56,30,6.02
161,Totness,SR,2022-04-04 20:41:30,5.8833,-56.3167,78.91,83,74,12.19
162,Chuy,UY,2022-04-04 20:41:31,-33.6971,-53.4616,62.62,53,32,9.57
163,Kruisfontein,ZA,2022-04-04 20:41:31,-34.0033,24.7314,60.89,74,0,13.94
164,Dunedin,NZ,2022-04-04 20:39:50,-45.8742,170.5036,59.81,82,100,7.0
165,Kiruna,SE,2022-04-04 20:41:32,67.8557,20.2251,13.12,85,100,8.05
166,Manapparai,IN,2022-04-04 20:41:32,10.6,78.4167,79.66,82,9,5.23
167,Qaanaaq,GL,2022-04-04 20:41:32,77.484,-69.3632,23.41,74,100,7.16
168,Geraldton,AU,2022-04-04 20:41:33,-28.7667,114.6,66.61,82,0,11.5
169,Cercal,PT,2022-04-04 20:41:33,37.806,-8.6715,54.73,53,100,14.29
170,Salta,AR,2022-04-04 20:37:30,-24.7859,-65.4117,73.99,51,40,3.44
171,Chicama,PE,2022-04-04 20:41:34,-7.8447,-79.1469,64.94,64,96,10.69
172,Krasnomayskiy,RU,2022-04-04 20:41:34,57.6194,34.4099,28.58,84,85,8.99
173,Batagay-Alyta,RU,2022-04-04 20:41:35,67.8006,130.4114,-12.93,99,100,5.06
174,Saint Anthony,US,2022-04-04 20:41:35,45.0205,-93.218,46.9,67,40,6.91
175,Povenets,RU,2022-04-04 20:41:36,62.8487,34.8262,26.06,88,100,11.54
176,North Bend,US,2022-04-04 20:41:36,43.4065,-124.2243,54.25,85,75,17.27
177,Mercedes,AR,2022-04-04 20:41:36,-34.6515,-59.4307,72.86,30,0,2.48
178,Manzanillo,CU,2022-04-04 20:41:37,20.3433,-77.1167,87.37,54,67,10.67
179,Butaritari,KI,2022-04-04 20:41:37,3.0707,172.7902,81.68,79,30,14.09
180,Thompson,CA,2022-04-04 20:41:38,55.7435,-97.8558,41.16,42,20,9.22
181,Aklavik,CA,2022-04-04 20:41:38,68.2191,-135.0107,-9.11,85,100,10.89
182,Elko,US,2022-04-04 20:40:03,41.0002,-115.5012,59.02,43,100,25.01
183,Zhigansk,RU,2022-04-04 20:41:39,66.7697,123.3711,-5.12,94,87,13.76
184,Manali,IN,2022-04-04 20:41:39,13.1667,80.2667,84.29,86,9,7.94
185,Karratha,AU,2022-04-04 20:41:40,-20.7377,116.8463,81.25,67,0,10.11
186,Iqaluit,CA,2022-04-04 20:40:10,63.7506,-68.5145,13.73,67,75,19.57
187,Luan,CH,2022-04-04 20:41:40,46.3592,6.9759,32.63,95,57,3.47
188,Nanortalik,GL,2022-04-04 20:41:41,60.1432,-45.2371,36.0,80,100,2.19
189,Upernavik,GL,2022-04-04 20:41:41,72.7868,-56.1549,27.21,75,100,1.34
190,Hay River,CA,2022-04-04 20:38:05,60.8156,-115.7999,40.98,56,75,9.22
191,Ancud,CL,2022-04-04 20:41:42,-41.8697,-73.8203,55.22,91,100,9.93
192,New Norfolk,AU,2022-04-04 20:41:42,-42.7826,147.0587,54.9,80,100,1.01
193,Bara,NG,2022-04-04 20:41:42,10.3744,10.7288,85.08,16,17,2.37
194,Talnakh,RU,2022-04-04 20:41:43,69.4865,88.3972,-3.28,90,70,8.57
195,Hambantota,LK,2022-04-04 20:41:43,6.1241,81.1185,78.82,77,92,0.34
196,Nishihara,JP,2022-04-04 20:41:44,26.1842,127.7558,61.88,75,100,8.05
197,Lazaro Cardenas,MX,2022-04-04 20:41:44,17.9583,-102.2,81.05,56,75,11.14
198,Ketchikan,US,2022-04-04 20:41:44,55.3422,-131.6461,46.87,53,0,12.66
199,Tasiilaq,GL,2022-04-04 20:41:45,65.6145,-37.6368,21.36,93,99,9.13
200,Santa Cruz Del Norte,CU,2022-04-04 20:41:18,23.1539,-81.9236,82.36,66,27,10.45
201,Nantucket,US,2022-04-04 20:37:26,41.2835,-70.0995,55.51,57,0,17.27
202,Norman Wells,CA,2022-04-04 20:41:46,65.282,-126.8329,-0.36,55,20,9.22
203,Victoria,HK,2022-04-04 20:39:12,22.2855,114.1577,68.95,69,48,8.01
204,Amalapuram,IN,2022-04-04 20:41:46,16.5833,82.0167,75.97,93,42,2.26
205,Bubaque,GW,2022-04-04 20:41:47,11.2833,-15.8333,76.5,75,20,23.4
206,Yenagoa,NG,2022-04-04 20:41:47,4.9247,6.2642,79.12,86,74,4.7
207,Castro,BR,2022-04-04 20:41:48,-24.7911,-50.0119,66.54,96,100,8.16
208,Alice Springs,AU,2022-04-04 20:37:10,-23.7,133.8833,53.15,50,0,0.0
209,Alofi,NU,2022-04-04 20:41:48,-19.0595,-169.9187,76.89,88,100,2.3
210,Khrenovoye,RU,2022-04-04 20:41:49,51.12,40.2889,31.75,75,30,5.93
211,Lasa,IT,2022-04-04 20:41:49,46.6166,10.7002,40.08,81,45,3.96
212,Krasnoselkup,RU,2022-04-04 20:41:50,65.7,82.4667,26.92,96,100,20.78
213,Voyvozh,RU,2022-04-04 20:41:50,62.892,54.9635,6.44,100,89,2.98
214,Vaini,TO,2022-04-04 20:41:50,-21.2,-175.2,73.56,88,75,6.91
215,Puerto Madero,MX,2022-04-04 20:41:50,14.7208,-92.4215,91.6,46,0,11.5
216,Mandera,KE,2022-04-04 20:41:51,3.9366,41.867,89.98,39,64,18.79
217,Les Cayes,HT,2022-04-04 20:41:51,18.2,-73.75,82.33,66,17,10.25
218,Vardo,NO,2022-04-04 20:41:51,70.3705,31.1107,28.38,80,40,16.11
219,Nerchinskiy Zavod,RU,2022-04-04 20:41:52,51.3088,119.61,16.2,54,12,10.42
220,Kysyl-Syr,RU,2022-04-04 20:41:52,63.8986,122.7617,-4.31,99,97,5.75
221,Bilibino,RU,2022-04-04 20:41:53,68.0546,166.4372,-6.32,79,48,3.15
222,Champerico,GT,2022-04-04 20:41:53,14.3,-91.9167,95.54,62,2,12.57
223,Karhal,IN,2022-04-04 20:41:54,27.0003,78.9414,79.16,6,1,3.49
224,Bredasdorp,ZA,2022-04-04 20:41:54,-34.5322,20.0403,62.37,75,9,11.14
225,Kashan,IR,2022-04-04 20:41:55,33.9831,51.4364,74.79,13,0,4.61
226,Saskylakh,RU,2022-04-04 20:41:56,71.9167,114.0833,-6.63,98,100,7.83
227,Clyde River,CA,2022-04-04 20:41:11,70.4692,-68.5914,16.03,92,40,5.75
228,Portland,US,2022-04-04 20:38:12,45.5234,-122.6762,55.53,65,75,24.16
229,Kushima,JP,2022-04-04 20:41:57,31.4583,131.2333,50.5,75,2,4.25
230,Asfi,MA,2022-04-04 20:41:57,32.2994,-9.2372,55.96,74,39,16.06
231,Yelizovo,RU,2022-04-04 20:41:58,53.1873,158.3805,23.14,74,75,4.47
232,Kaili,ID,2022-04-04 20:41:58,-3.4626,120.2147,66.67,97,100,1.68
233,Arlit,NE,2022-04-04 20:41:58,18.7369,7.3853,87.58,5,100,5.01
234,Torbay,CA,2022-04-04 20:36:59,47.6666,-52.7314,39.97,77,100,17.27
235,Port Macquarie,AU,2022-04-04 20:41:50,-31.4333,152.9167,60.89,80,0,5.1
236,Ada,US,2022-04-04 20:41:59,43.4166,-116.1262,47.91,84,100,16.11
237,Sabha,LY,2022-04-04 20:41:59,27.0377,14.4283,82.33,6,0,5.61
238,Soyo,AO,2022-04-04 20:42:00,-6.1349,12.3689,78.64,87,43,7.92
239,Praia,CV,2022-04-04 20:42:00,14.9215,-23.5087,72.14,64,20,14.97
240,Den Helder,NL,2022-04-04 20:42:01,52.9599,4.7593,48.02,94,75,7.0
241,Ribeira Grande,PT,2022-04-04 20:37:42,38.5167,-28.7,63.0,72,75,2.3
242,Walvis Bay,NA,2022-04-04 20:42:01,-22.9575,14.5053,59.09,88,0,6.91
243,Ribeira Brava,PT,2022-04-04 20:42:02,32.65,-17.0667,57.83,76,44,11.52
244,Nikolskoye,RU,2022-04-04 20:42:02,59.7035,30.7861,37.71,88,100,13.15
245,Hualmay,PE,2022-04-04 20:42:03,-11.0964,-77.6139,72.79,76,50,10.56
246,Vestmannaeyjar,IS,2022-04-04 20:42:03,63.4427,-20.2734,37.04,77,100,24.58
247,Boa Vista,BR,2022-04-04 20:40:05,2.8197,-60.6733,87.78,58,75,9.22
248,Nara,JP,2022-04-04 20:42:04,34.6851,135.8049,42.91,64,1,2.04
249,Minnetonka,US,2022-04-04 20:42:04,44.9133,-93.5033,47.48,70,40,1.01
250,Amapa,BR,2022-04-04 20:42:05,1.0,-52.0,70.97,99,100,3.02
251,Leningradskiy,RU,2022-04-04 20:42:05,69.3833,178.4167,-7.96,93,98,3.0
252,Cabo San Lucas,MX,2022-04-04 20:42:06,22.8909,-109.9124,78.62,61,0,16.11
253,Shingu,JP,2022-04-04 20:42:06,33.7333,135.9833,41.04,67,2,6.51
254,Lompoc,US,2022-04-04 20:42:06,34.6391,-120.4579,76.93,59,0,24.0
255,Sinnamary,GF,2022-04-04 20:42:07,5.3833,-52.95,78.94,81,72,12.21
256,Kaitangata,NZ,2022-04-04 20:42:07,-46.2817,169.8464,57.61,77,100,3.33
257,Noumea,NC,2022-04-04 20:42:08,-22.2763,166.4572,82.99,99,100,7.49
258,Grindavik,IS,2022-04-04 20:41:46,63.8424,-22.4338,33.75,100,100,11.5
259,Shahr-E Babak,IR,2022-04-04 20:42:08,30.1165,55.1186,62.53,14,35,2.24
260,Elk City,US,2022-04-04 20:42:09,35.412,-99.4043,60.78,67,100,12.66
261,Abu Kamal,SY,2022-04-04 20:42:10,34.4506,40.9171,70.32,27,6,10.33
262,Kavaratti,IN,2022-04-04 20:42:10,10.5669,72.642,81.81,75,47,3.4
263,Flin Flon,CA,2022-04-04 20:42:10,54.7682,-101.865,40.84,56,20,9.22
264,Caravelas,BR,2022-04-04 20:42:11,-17.7125,-39.2481,77.94,76,2,5.44
265,Tamandare,BR,2022-04-04 20:42:11,-8.7597,-35.1047,78.67,80,13,5.55
266,Listvyanskiy,RU,2022-04-04 20:42:12,54.4399,83.4984,32.45,98,100,7.31
267,Ambon,ID,2022-04-04 20:42:12,-3.6954,128.1814,75.34,94,20,3.44
268,Kiunga,PG,2022-04-04 20:42:13,-6.1219,141.2906,71.37,99,98,2.24
269,General Bravo,MX,2022-04-04 20:42:13,25.8,-99.1667,95.45,30,4,7.72
270,Hasaki,JP,2022-04-04 20:42:14,35.7333,140.8333,46.8,91,100,26.06
271,Bambous Virieux,MU,2022-04-04 20:42:14,-20.3428,57.7575,79.21,89,75,9.22
272,Honningsvag,NO,2022-04-04 20:42:15,70.9821,25.9704,24.55,58,83,12.66
273,Hofn,IS,2022-04-04 20:42:15,64.2539,-15.2082,29.53,76,100,14.52
274,La Ronge,CA,2022-04-04 20:42:15,55.1001,-105.2842,44.82,39,20,17.27
275,Kitimat,CA,2022-04-04 20:41:30,54.0524,-128.6534,40.91,51,100,1.83
276,Bonavista,CA,2022-04-04 20:42:16,48.6499,-53.1147,35.28,81,96,11.92
277,Saint-Pierre,RE,2022-04-04 20:42:16,-21.3393,55.4781,75.29,87,75,3.44
278,Udachnyy,RU,2022-04-04 20:42:17,66.4167,112.4,-1.55,84,100,3.29
279,Soe,ID,2022-04-04 20:42:17,-9.8607,124.284,61.77,92,13,3.96
280,Valday,RU,2022-04-04 20:42:17,57.9747,33.2525,30.0,76,92,11.14
281,Airdrie,GB,2022-04-04 20:42:18,55.866,-3.9803,50.27,88,100,10.54
282,Davila,PH,2022-04-04 20:42:18,18.4726,120.5763,76.32,81,86,23.87
283,Avera,US,2022-04-04 20:42:19,33.194,-82.5271,76.55,36,90,4.76
284,Severodvinsk,RU,2022-04-04 20:42:19,64.5635,39.8302,21.31,91,24,7.4
285,Rawson,AR,2022-04-04 20:42:20,-43.3002,-65.1023,69.06,28,11,17.29
286,Cordele,US,2022-04-04 20:42:20,31.9635,-83.7824,81.12,22,0,5.75
287,Vila Velha,BR,2022-04-04 20:41:28,-20.3297,-40.2925,84.15,79,20,11.5
288,Maxixe,MZ,2022-04-04 20:42:21,-23.8597,35.3472,74.08,64,2,8.37
289,Walla Walla,US,2022-04-04 20:41:30,46.0646,-118.343,56.48,57,75,39.12
290,Richards Bay,ZA,2022-04-04 20:42:22,-28.783,32.0377,74.17,73,100,13.38
291,Najran,SA,2022-04-04 20:42:22,17.4924,44.1277,70.45,10,0,2.37
292,Yadrin,RU,2022-04-04 20:42:23,55.9405,46.2062,25.32,94,100,7.2
293,Hami,CN,2022-04-04 20:39:10,42.8,93.45,55.96,15,0,4.7
294,Uyo,NG,2022-04-04 20:42:23,5.0333,7.9266,79.93,81,100,2.84
295,Vao,NC,2022-04-04 20:42:24,-22.6667,167.4833,79.03,84,100,17.85
