City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Chapais,CA,2022-04-04 20:42:24,49.7834,-74.8492,35.38,67,90,7.16
297,Harper,LR,2022-04-04 20:42:25,4.375,-7.7169,81.55,82,100,9.37
298,Cherskiy,RU,2022-04-04 20:42:25,68.75,161.3,-11.74,95,70,1.88
299,Saint-Philippe,RE,2022-04-04 20:42:26,-21.3585,55.7679,75.22,86,90,11.9
300,Muzhi,RU,2022-04-04 20:42:26,65.3667,64.6667,21.09,87,87,9.53
301,Coolum Beach,AU,2022-04-04 20:42:27,-26.5333,153.1,69.08,96,6,5.14
302,Kieta,PG,2022-04-04 20:42:27,-6.2167,155.6333,81.05,84,100,3.6
303,Ravar,IR,2022-04-04 20:42:27,31.2656,56.8055,73.33,10,1,6.08
304,Dikson,RU,2022-04-04 20:42:28,73.5069,80.5464,-0.72,92,55,9.75
305,Serenje,ZM,2022-04-04 20:42:28,-13.2325,30.2352,62.65,95,87,1.1
306,Nuevo Progreso,MX,2022-04-04 20:42:28,23.1667,-97.95,89.55,53,4,7.0
307,Cockburn Town,TC,2022-04-04 20:41:28,21.4612,-71.1419,82.36,65,75,10.36
308,Ahuimanu,US,2022-04-04 20:42:29,21.4447,-157.8378,80.31,62,75,17.27
309,Yellowknife,CA,2022-04-04 20:42:29,62.456,-114.3525,37.29,51,40,16.11
310,Tabou,CI,2022-04-04 20:42:29,4.423,-7.3528,81.32,83,100,8.99
311,Mount Isa,AU,2022-04-04 20:42:30,-20.7333,139.5,71.37,20,3,6.91
312,Santa Maria,BR,2022-04-04 20:42:30,-29.6842,-53.8069,69.1,100,75,4.61
313,Two Hills,CA,2022-04-04 20:42:30,53.7169,-111.7518,50.23,53,66,16.11
314,Haicheng,CN,2022-04-04 20:42:31,40.8516,122.7475,47.39,66,91,10.31
315,Puerto Escondido,MX,2022-04-04 20:42:31,15.85,-97.0667,85.03,70,0,13.8
316,Yeppoon,AU,2022-04-04 20:42:32,-23.1333,150.7333,69.58,83,59,8.37
317,Apac,UG,2022-04-04 20:42:32,1.9756,32.5386,73.0,66,97,1.23
318,Mount Pleasant,US,2022-04-04 20:38:46,32.7941,-79.8626,77.09,60,0,8.05
319,Linxia,CN,2022-04-04 20:42:33,35.6003,103.2064,42.94,28,0,2.75
320,Kulhudhuffushi,MV,2022-04-04 20:42:33,6.6221,73.07,82.63,70,60,3.24
321,Sao Gabriel Da Cachoeira,BR,2022-04-04 20:42:34,-0.1303,-67.0892,81.36,89,50,1.1
322,Pangnirtung,CA,2022-04-04 20:42:34,66.1451,-65.7125,15.8,79,75,11.5
323,Somerset West,ZA,2022-04-04 20:42:35,-34.084,18.8211,62.85,90,26,10.22
324,Muyezerskiy,RU,2022-04-04 20:42:35,63.9333,31.65,28.96,92,100,12.97
325,Fort Nelson,CA,2022-04-04 20:42:35,58.8053,-122.7002,38.79,52,40,9.22
326,Naze,JP,2022-04-04 20:42:36,28.3667,129.4833,49.12,56,1,5.57
327,Oshkosh,US,2022-04-04 20:42:36,44.0247,-88.5426,39.27,88,100,11.5
328,Ilulissat,GL,2022-04-04 20:42:36,69.2167,-51.1,37.42,56,40,3.44
329,Anadyr,RU,2022-04-04 20:42:37,64.75,177.4833,-5.3,71,53,17.9
330,Alice,US,2022-04-04 20:39:23,27.7523,-98.0697,84.09,58,100,17.27
331,Tombouctou,ML,2022-04-04 20:42:37,20.0,-3.0,88.18,11,0,9.22
332,Tilichiki,RU,2022-04-04 20:42:38,60.4667,166.1,10.94,91,37,4.61
333,Frutal,BR,2022-04-04 20:42:38,-20.0247,-48.9406,82.8,53,63,2.46
334,Ornskoldsvik,SE,2022-04-04 20:42:38,63.2909,18.7153,22.15,93,100,9.22
335,Chumikan,RU,2022-04-04 20:42:39,54.7183,135.315,10.87,88,42,7.78
336,Calama,CL,2022-04-04 20:42:39,-22.4667,-68.9333,75.69,9,0,21.85
337,Zhuzhou,CN,2022-04-04 20:42:40,27.8333,113.15,60.93,77,100,4.76
338,Hlobyne,UA,2022-04-04 20:42:40,49.3878,33.2596,36.86,60,66,7.67
339,Santa Catalina,PH,2022-04-04 20:42:41,9.3337,122.8637,78.91,84,100,5.59
340,Ngunguru,NZ,2022-04-04 20:42:41,-35.6167,174.5,68.79,79,100,8.81
341,Palmer,US,2022-04-04 20:41:09,42.1584,-72.3287,54.95,34,40,11.5
342,Ambatofinandrahana,MG,2022-04-04 20:42:41,-20.55,46.8,58.87,81,8,3.09
343,Santa Cruz Cabralia,BR,2022-04-04 20:42:42,-16.2781,-39.0247,80.83,78,20,8.05
344,Chiredzi,ZW,2022-04-04 20:42:42,-21.05,31.6667,74.46,76,19,1.72
345,Yarada,IN,2022-04-04 20:42:43,17.65,83.2667,82.72,83,20,6.91
346,Okha,RU,2022-04-04 20:42:43,53.5739,142.9478,21.2,85,64,5.39
347,Aswan,EG,2022-04-04 20:42:44,24.0934,32.907,94.3,10,0,11.5
348,Maceio,BR,2022-04-04 20:40:02,-9.6658,-35.7353,83.64,65,40,9.22
349,Kalevala,RU,2022-04-04 20:42:44,65.2,31.1667,29.93,91,100,15.14
350,Awjilah,LY,2022-04-04 20:42:45,29.1081,21.2869,84.11,7,0,4.36
351,Ayan,RU,2022-04-04 20:42:45,56.45,138.1667,25.25,62,1,14.14
352,Ugoofaaru,MV,2022-04-04 20:42:46,5.6667,73.0,83.1,70,91,3.51
353,Vila Franca Do Campo,PT,2022-04-04 20:42:46,37.7167,-25.4333,59.41,67,92,4.56
354,Skjervoy,NO,2022-04-04 20:42:47,70.0311,20.9714,19.4,70,90,12.1
355,Gao,ML,2022-04-04 20:42:47,16.6362,1.637,87.71,5,71,5.37
356,Snyder,US,2022-04-04 20:38:10,32.7179,-100.9176,67.08,72,100,0.0
357,Basco,PH,2022-04-04 20:42:48,20.4487,121.9702,73.63,72,100,25.01
358,Araouane,ML,2022-04-04 20:42:48,18.9048,-3.5265,88.0,11,0,11.54
359,Adre,TD,2022-04-04 20:42:49,13.4667,22.2,85.59,16,8,7.65
360,Sukhobezvodnoye,RU,2022-04-04 20:42:49,57.0491,44.8891,26.11,89,100,5.06
361,Bhadrapur,NP,2022-04-04 20:42:49,26.544,88.0944,75.56,80,0,9.78
362,Provideniya,RU,2022-04-04 20:42:50,64.3833,-173.3,8.71,66,0,25.01
363,Praya,CV,2022-04-04 20:42:50,14.9215,-23.5087,72.14,64,20,14.97
364,Anloga,GH,2022-04-04 20:42:51,5.7947,0.8973,83.21,82,98,10.98
365,Qiryat Gat,IL,2022-04-04 20:42:04,31.61,34.7642,65.8,37,15,6.91
366,Coquimbo,CL,2022-04-04 20:42:51,-29.9533,-71.3436,62.33,77,0,13.8
367,Rovinari,RO,2022-04-04 20:42:52,44.9167,23.1833,37.9,62,0,3.2
368,Broome,US,2022-04-04 20:42:26,42.2506,-75.833,46.6,64,40,8.05
369,Dwarka,IN,2022-04-04 20:42:52,22.2394,68.9678,78.6,72,3,8.97
370,Christchurch,NZ,2022-04-04 20:39:34,-43.5333,172.6333,59.32,90,100,4.61
371,Sturgis,US,2022-04-04 20:42:53,41.7992,-85.4192,58.66,65,100,17.27
372,Fort Saint James,CA,2022-04-04 20:42:53,54.4333,-124.25,34.3,69,100,6.02
373,Tucurui,BR,2022-04-04 20:42:54,-3.7661,-49.6725,78.71,92,42,2.13
374,Gat,IL,2022-04-04 20:42:54,31.61,34.7642,65.8,37,15,6.91
375,Eganville,CA,2022-04-04 20:42:54,45.5334,-77.0994,49.01,55,100,5.21
376,Bathsheba,BB,2022-04-04 20:39:44,13.2167,-59.5167,83.01,61,20,17.27
377,Ust-Tsilma,RU,2022-04-04 20:42:55,65.441,52.1498,-3.69,100,80,1.86
378,Sayyan,YE,2022-04-04 20:42:55,15.1718,44.3244,57.99,17,0,2.1
379,Coihaique,CL,2022-04-04 20:42:56,-45.5752,-72.0662,56.01,71,75,5.75
380,San Quintin,MX,2022-04-04 20:42:56,30.4833,-115.95,65.39,70,5,15.05
381,Sasovo,RU,2022-04-04 20:42:57,54.3537,41.9199,29.44,91,100,7.45
382,Kilis,TR,2022-04-04 20:42:58,36.7161,37.115,55.63,72,98,4.94
383,Hauterive,FR,2022-04-04 20:42:58,46.0901,3.4459,36.36,92,12,4.12
384,Tamworth,GB,2022-04-04 20:42:58,52.634,-1.6959,53.98,89,100,8.01
385,Puerto Colombia,CO,2022-04-04 20:42:59,10.9878,-74.9547,84.29,80,99,15.21
386,Havelock,US,2022-04-04 20:42:59,34.8791,-76.9013,67.98,49,0,9.22
387,Carutapera,BR,2022-04-04 20:42:59,-1.195,-46.02,77.72,88,100,4.59
388,Lavrentiya,RU,2022-04-04 20:43:00,65.5833,-171.0,-3.06,85,26,11.95
389,Itoman,JP,2022-04-04 20:43:00,26.1247,127.6694,62.62,74,20,8.05
390,Arman,RU,2022-04-04 20:43:01,59.7,150.1667,18.25,92,100,12.03
391,Quatre Cocos,MU,2022-04-04 20:43:01,-20.2078,57.7625,79.09,83,100,11.03
392,Samana,DO,2022-04-04 20:43:02,19.2056,-69.3369,86.22,70,40,9.22
393,Butler,US,2022-04-04 20:38:28,39.4501,-84.5666,60.24,51,75,12.66
394,Abu Dhabi,AE,2022-04-04 20:40:44,24.4667,54.3667,75.96,93,0,4.61
395,Samarai,PG,2022-04-04 20:43:02,-10.6167,150.6667,81.16,80,99,12.93
396,Esperance,AU,2022-04-04 20:39:50,-33.8667,121.9,58.84,75,89,14.72
397,Iracoubo,GF,2022-04-04 20:43:03,5.4802,-53.2011,78.73,81,88,11.97
398,Vicuna,CL,2022-04-04 20:43:04,-30.0319,-70.7081,85.77,30,6,7.0
399,Emerald,AU,2022-04-04 20:43:04,-23.5333,148.1667,68.14,88,18,0.0
400,Havoysund,NO,2022-04-04 20:42:44,70.9963,24.6622,25.03,76,99,13.18
401,Samarina,RU,2022-04-04 20:43:05,57.8878,27.8054,35.49,95,100,15.19
402,Banbury,GB,2022-04-04 20:43:05,52.0602,-1.3403,55.04,83,100,1.99
403,Guerrero Negro,MX,2022-04-04 20:43:06,27.9769,-114.0611,66.38,56,1,17.13
404,Kota Kinabalu,MY,2022-04-04 20:43:06,5.9749,116.0724,75.18,100,20,2.3
405,Saint-Vallier,FR,2022-04-04 20:43:06,46.6411,4.3711,36.32,91,26,3.49
406,Tazovskiy,RU,2022-04-04 20:43:07,67.4667,78.7,25.83,95,100,22.55
407,Aguimes,ES,2022-04-04 20:43:07,27.9054,-15.4461,62.65,55,40,20.71
408,Tiarei,PF,2022-04-04 20:43:08,-17.5333,-149.3333,86.0,78,47,15.5
409,Tuatapere,NZ,2022-04-04 20:43:08,-46.1333,167.6833,59.2,83,100,5.08
410,Antsohihy,MG,2022-04-04 20:43:09,-14.8796,47.9875,73.99,96,1,2.28
411,Hervey Bay,AU,2022-04-04 20:43:09,-25.2986,152.8535,71.15,81,2,9.84
412,Antofagasta,CL,2022-04-04 20:42:14,-23.65,-70.4,65.48,70,13,8.61
413,Tautira,PF,2022-04-04 20:43:10,-17.7333,-149.15,81.95,79,75,15.08
414,Sarangani,PH,2022-04-04 20:43:10,5.4033,125.4636,81.0,76,100,8.5
415,Doctor Juan Manuel Frutos,PY,2022-04-04 20:43:11,-25.3667,-55.8,75.15,91,62,2.3
416,Porbandar,IN,2022-04-04 20:40:10,21.6422,69.6093,78.58,70,18,8.79
417,Quinagaringan,PH,2022-04-04 20:43:11,11.1197,122.5856,75.22,92,100,6.46
418,Colac,AU,2022-04-04 20:43:12,-38.3333,143.5833,51.17,92,97,1.79
419,San Patricio,US,2022-04-04 20:43:12,28.017,-97.5169,85.17,55,79,19.01
420,Tortoli,IT,2022-04-04 20:43:12,39.9256,9.6572,48.02,81,20,12.66
421,Melendugno,IT,2022-04-04 20:43:13,40.2747,18.3368,51.89,87,20,8.05
422,Dolzhanskaya,RU,2022-04-04 20:43:13,46.6311,37.8039,43.2,65,93,16.73
423,Sao Joao Da Barra,BR,2022-04-04 20:43:14,-21.6403,-41.0511,84.29,83,6,10.54
424,Buala,SB,2022-04-04 20:43:14,-8.145,159.5921,82.04,82,95,12.24
425,Taoudenni,ML,2022-04-04 20:43:15,22.6783,-3.9836,86.83,15,0,8.28
426,Komsomolskiy,UZ,2022-04-04 20:43:16,40.4272,71.7189,63.46,39,0,3.71
427,Yichang,CN,2022-04-04 20:43:16,30.7144,111.2847,58.5,80,100,3.15
428,Krasnyy Bogatyr,RU,2022-04-04 20:43:17,56.0145,41.1296,23.11,96,58,4.76
429,Rondonopolis,BR,2022-04-04 20:38:26,-16.4708,-54.6356,80.55,74,53,0.89
430,Pochutla,MX,2022-04-04 20:43:17,15.7432,-96.4661,87.82,38,0,12.33
431,Marienburg,PL,2022-04-04 20:43:18,54.0359,19.0266,37.11,96,100,26.11
432,Lovozero,RU,2022-04-04 20:43:18,68.005,35.0117,12.09,95,88,8.9
433,Necochea,AR,2022-04-04 20:43:19,-38.5473,-58.7368,59.94,58,0,7.34
434,Tabuk,PH,2022-04-04 20:43:19,17.4189,121.4443,70.72,94,98,4.72
435,Businga,CD,2022-04-04 20:43:20,3.3333,20.8833,72.1,88,45,2.42
436,Mampong,GH,2022-04-04 20:43:20,7.0627,-1.4001,79.41,69,94,6.71
437,Bengkulu,ID,2022-04-04 20:43:21,-3.8004,102.2655,75.61,84,73,4.76
438,Castleisland,IE,2022-04-04 20:43:21,52.2333,-9.4667,48.43,95,100,10.76
439,Taybad,IR,2022-04-04 20:43:21,34.74,60.7756,76.03,11,0,9.78
440,Coracora,PE,2022-04-04 20:43:22,-15.0333,-73.7833,54.16,72,96,7.36
441,Vostok,RU,2022-04-04 20:43:23,46.4856,135.8833,31.86,84,96,5.77
442,Korla,CN,2022-04-04 20:39:13,41.7597,86.1469,56.77,24,0,3.04
443,Aquiraz,BR,2022-04-04 20:43:24,-3.9014,-38.3911,82.49,84,100,7.83
444,Ibra,OM,2022-04-04 20:43:24,22.6906,58.5334,73.11,52,27,2.42
445,Badajoz,ES,2022-04-04 20:43:25,38.6667,-6.1667,47.66,55,100,21.61
446,Baruun-Urt,MN,2022-04-04 20:43:25,46.6806,113.2792,20.61,40,48,13.06
447,Llangefni,GB,2022-04-04 20:43:26,53.2556,-4.3106,52.66,93,75,13.8
448,Bowmore,US,2022-04-04 20:43:26,34.9421,-79.3031,73.65,31,0,5.75
449,Sikonge,TZ,2022-04-04 20:43:27,-5.6333,32.7667,66.02,88,100,3.85
450,Sarkand,KZ,2022-04-04 20:43:27,45.41,79.9186,54.01,28,95,8.16
451,Staryy Nadym,RU,2022-04-04 20:43:27,65.6118,72.6842,33.46,100,100,7.83
452,Port-Gentil,GA,2022-04-04 20:43:28,-0.7193,8.7815,80.56,94,40,5.75
453,Enterprise,US,2022-04-04 20:43:28,36.0252,-115.2419,84.24,15,75,14.0
454,Adra,ES,2022-04-04 20:43:29,36.7496,-3.0206,51.39,58,100,12.06
455,Baykit,RU,2022-04-04 20:43:29,61.67,96.37,15.75,93,100,2.95
456,Pemangkat,ID,2022-04-04 20:43:29,1.1667,108.9667,79.59,78,97,1.9
457,Tayu,ID,2022-04-04 20:43:30,-6.5397,111.0518,76.1,88,91,7.4
458,Ronne,DK,2022-04-04 20:43:30,55.1009,14.7066,42.71,81,100,21.85
459,Fairbanks,US,2022-04-04 20:42:30,64.8378,-147.7164,18.48,66,100,4.61
460,Husavik,IS,2022-04-04 20:43:01,66.0449,-17.3389,22.89,89,100,6.31
461,Srednekolymsk,RU,2022-04-04 20:43:31,67.45,153.6833,-12.78,100,99,2.28
462,Gizo,SB,2022-04-04 20:43:31,-8.103,156.8419,82.0,81,100,12.33
463,Mount Gambier,AU,2022-04-04 20:43:32,-37.8333,140.7667,42.71,100,40,1.14
464,Ha Tinh,VN,2022-04-04 20:43:32,18.3333,105.9,62.2,84,87,4.18
465,Amiens,FR,2022-04-04 20:43:33,49.9,2.3,46.26,96,100,15.3
466,Saint-Cyr-Sur-Loire,FR,2022-04-04 20:43:33,47.4,0.6667,48.45,61,100,9.22
467,Great Yarmouth,GB,2022-04-04 20:43:34,52.6083,1.7305,53.85,86,100,21.0
468,Cayenne,GF,2022-04-04 20:43:34,4.9333,-52.3333,82.09,1,75,8.05
469,Margate,GB,2022-04-04 20:43:34,51.3813,1.3862,54.88,77,100,5.99
470,Severnoye,RU,2022-04-04 20:43:35,56.3491,78.3619,34.77,85,99,8.59
471,Kendari,ID,2022-04-04 20:43:35,-3.945,122.4989,74.26,94,100,2.73
472,Galveston,US,2022-04-04 20:43:36,29.3669,-94.9669,73.06,89,100,11.5
473,Mazamari,PE,2022-04-04 20:43:36,-11.3258,-74.5308,77.67,90,83,1.5
474,Oranjemund,NA,2022-04-04 20:43:37,-28.55,16.4333,60.12,88,0,3.91
475,Stokmarknes,NO,2022-04-04 20:43:37,68.5646,14.9108,26.56,57,43,5.75
476,Hwange,ZW,2022-04-04 20:43:37,-18.3693,26.5019,69.31,91,98,1.32
477,Dingle,PH,2022-04-04 20:43:38,10.9995,122.6711,76.19,90,100,7.56
478,Akim Swedru,GH,2022-04-04 20:43:38,5.8938,-1.0164,77.58,91,80,5.37
479,Bama,NG,2022-04-04 20:43:39,11.5221,13.6856,88.88,11,66,7.36
480,Chara,RU,2022-04-04 20:43:39,56.9064,118.2631,-3.05,74,50,2.53
481,Wonthaggi,AU,2022-04-04 20:43:40,-38.6044,145.5913,54.82,70,100,6.78
482,Nuuk,GL,2022-04-04 20:42:09,64.1835,-51.7216,34.41,86,75,2.3
483,Jumla,NP,2022-04-04 20:43:40,29.2747,82.1838,47.07,37,2,5.35
484,Zlitan,LY,2022-04-04 20:43:41,32.4674,14.5687,65.71,70,61,4.38
485,Alindao,CF,2022-04-04 20:43:41,5.0267,21.2088,73.94,82,95,2.28
486,Kiknur,RU,2022-04-04 20:43:42,57.3034,47.2011,25.34,92,100,8.97
487,Ivangorod,RU,2022-04-04 20:43:42,59.3716,28.2162,34.03,97,100,14.65
488,College,US,2022-04-04 20:43:43,64.8569,-147.8028,18.46,67,75,4.61
489,Matamoros,MX,2022-04-04 20:40:00,25.5333,-103.25,93.31,6,40,13.8
490,Labuhan,ID,2022-04-04 20:43:43,-6.8844,112.2051,76.26,88,64,7.16
491,Port Blair,IN,2022-04-04 20:43:44,11.6667,92.75,78.84,89,40,2.3
492,Yinchuan,CN,2022-04-04 20:39:07,38.4681,106.2731,51.4,16,2,2.42
493,Sao Miguel Do Araguaia,BR,2022-04-04 20:43:44,-13.275,-50.1628,80.65,69,53,1.86
494,Pierre,US,2022-04-04 20:41:57,44.3683,-100.351,66.85,27,0,31.07
495,Port Keats,AU,2022-04-04 20:43:45,-14.25,129.55,79.83,76,38,2.95
496,Ekhabi,RU,2022-04-04 20:43:45,53.5102,142.9671,21.67,84,68,4.65
497,Daru,PG,2022-04-04 20:43:46,-9.0763,143.2092,78.64,79,62,2.64
498,Sao Filipe,CV,2022-04-04 20:43:46,14.8961,-24.4956,70.45,78,4,9.98
499,Pacific Grove,US,2022-04-04 20:43:47,36.6177,-121.9166,72.55,69,0,9.22
500,Cap Malheureux,MU,2022-04-04 20:43:47,-19.9842,57.6142,79.47,83,100,4.0
501,High Level,CA,2022-04-04 20:43:48,58.5169,-117.136,42.91,61,75,9.22
502,Nouadhibou,MR,2022-04-04 20:43:48,20.931,-17.0347,66.18,88,20,11.5
503,Alyangula,AU,2022-04-04 20:43:48,-13.8483,136.4192,75.07,94,5,0.0
504,Wanning,CN,2022-04-04 20:43:49,18.8003,110.3967,66.52,88,87,7.81
505,Tarko-Sale,RU,2022-04-04 20:43:49,64.9225,77.785,33.91,100,100,14.2
506,Ust-Ishim,RU,2022-04-04 20:43:50,57.6935,71.1665,37.0,92,100,7.47
507,Mandalgovi,MN,2022-04-04 20:43:50,45.7625,106.2708,31.03,58,94,5.3
508,Polson,US,2022-04-04 20:43:51,47.6936,-114.1632,48.22,65,93,17.0
509,Nampula,MZ,2022-04-04 20:43:51,-15.1165,39.2666,75.15,88,40,10.36
510,Puerto Narino,CO,2022-04-04 20:43:52,-3.7703,-70.3831,84.76,67,92,1.01
511,Ballina,AU,2022-04-04 20:43:52,-28.8667,153.5667,66.02,96,4,0.0
512,Shirokiy,RU,2022-04-04 20:43:52,49.758,129.523,28.33,96,100,16.4
513,Ampanihy,MG,2022-04-04 20:43:53,-24.7,44.75,71.4,87,0,5.99
514,Sola,VU,2022-04-04 20:43:53,-13.8833,167.55,81.91,74,100,13.42
515,Playa Del Carmen,MX,2022-04-04 20:43:54,20.6274,-87.0799,86.9,70,1,9.98
516,Marabba,SD,2022-04-04 20:43:54,12.35,32.1833,95.88,14,3,6.51
517,Ixtapa,MX,2022-04-04 20:41:11,20.7,-105.2,76.23,61,0,13.8
518,Shumskiy,RU,2022-04-04 20:43:55,54.8318,99.1328,18.75,94,83,3.74
519,Port Moresby,PG,2022-04-04 20:43:55,-9.4431,147.1797,72.82,100,40,3.44
520,Talcahuano,CL,2022-04-04 20:43:56,-36.7167,-73.1167,64.08,55,0,20.71
521,Tempio Pausania,IT,2022-04-04 20:43:57,40.8974,9.1035,40.12,91,100,4.23
522,Corinto,GR,2022-04-04 20:43:57,37.9407,22.9573,57.88,67,95,5.19
523,Half Moon Bay,US,2022-04-04 20:43:58,37.4636,-122.4286,71.29,65,0,20.71
524,Cedarburg,US,2022-04-04 20:43:58,43.2967,-87.9876,48.58,83,100,8.05
525,Healdsburg,US,2022-04-04 20:43:58,38.6105,-122.8692,73.2,51,40,3.44
526,Kargasok,RU,2022-04-04 20:43:59,59.0556,80.8572,34.3,99,100,7.45
527,Haines Junction,CA,2022-04-04 20:43:59,60.7522,-137.5108,37.35,44,100,8.05
528,Songkhla,TH,2022-04-04 20:44:00,6.8333,100.6667,79.84,96,100,3.65
529,Kritsa,GR,2022-04-04 20:44:00,35.1667,25.65,66.29,68,98,8.61
530,Gondanglegi,ID,2022-04-04 20:44:00,-7.7479,112.0132,73.63,92,10,5.79
531,Raudeberg,NO,2022-04-04 20:44:01,61.9875,5.1352,34.47,80,100,19.28
532,Iquitos,PE,2022-04-04 20:44:01,-3.7481,-73.2472,89.64,55,75,3.44
533,Turukhansk,RU,2022-04-04 20:44:02,65.8167,87.9833,23.23,92,100,19.46
534,Siderno,IT,2022-04-04 20:44:03,38.2779,16.302,53.33,81,100,6.6
535,Sioux Lookout,CA,2022-04-04 20:44:04,50.1001,-91.917,37.47,70,100,4.61
536,Luanda,AO,2022-04-04 20:44:04,-8.8368,13.2343,77.88,81,34,11.99
537,Maningrida,AU,2022-04-04 20:44:05,-12.0667,134.2667,79.12,75,85,3.58
538,Dryden,CA,2022-04-04 20:41:46,49.7833,-92.7503,39.49,52,100,4.61
539,Xifeng,CN,2022-04-04 20:44:06,42.7372,124.7222,51.22,50,17,24.14
540,Rosarito,MX,2022-04-04 20:44:06,32.3333,-117.0333,76.62,66,1,13.13
541,Alice Town,BS,2022-04-04 20:44:07,25.7167,-79.3,77.25,77,3,11.61
542,Waling,NP,2022-04-04 20:44:07,27.9833,83.7667,68.11,44,1,5.35
543,Zaranj,AF,2022-04-04 20:44:08,30.9667,61.8833,67.96,10,1,6.93
544,Aleksandrov Gay,RU,2022-04-04 20:44:08,50.147,48.5704,38.05,75,83,17.43
545,Maragogi,BR,2022-04-04 20:40:24,-9.0122,-35.2225,78.6,77,13,6.31
546,Khani,GE,2022-04-04 20:44:09,41.9563,42.9566,33.37,83,37,6.42
547,Faya,SA,2022-04-04 20:44:10,18.3851,42.4509,66.72,25,8,5.23
548,Zeya,RU,2022-04-04 20:44:10,53.75,127.2667,16.39,80,100,4.85
549,Umm Kaddadah,SD,2022-04-04 20:44:11,13.6017,26.6876,84.9,11,26,9.51
550,Naifaru,MV,2022-04-04 20:43:33,5.4444,73.3657,82.96,69,90,3.09
551,Evensk,RU,2022-04-04 20:39:48,61.95,159.2333,9.32,85,53,6.91
552,Puro,PH,2022-04-04 20:44:11,12.4841,123.3827,79.16,87,98,12.57
553,Iquique,CL,2022-04-04 20:44:12,-20.2208,-70.1431,68.04,72,19,5.99
554,Aksu,CN,2022-04-04 20:44:12,41.1231,80.2644,58.14,23,5,2.33
