City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Sarkand,KZ,45.41,79.9186,53.08,48,100,4.65,overcast clouds
344,Anadyr,RU,64.75,177.4833,3.7,84,75,2.24,light snow
345,Tamandare,BR,-8.7597,-35.1047,83.61,74,81,10.27,broken clouds
346,Biloela,AU,-24.4167,150.5,71.15,83,75,14.05,broken clouds
347,North Platte,US,41.1239,-100.7654,54.07,25,0,13.8,clear sky
348,Moussoro,TD,13.6408,16.4901,106.05,5,76,5.59,broken clouds
349,Broome,US,42.2506,-75.833,46.71,75,100,9.22,light rain
350,Silawit,PH,16.8789,121.7564,73.08,91,92,1.19,overcast clouds
351,Canete,CL,-37.8,-73.4,55.96,91,62,5.57,broken clouds
352,Abalak,RU,58.1286,68.5944,30.02,92,56,4.05,broken clouds
353,Tomsk,RU,58.5,82.5,19.53,91,98,9.46,overcast clouds
354,Souillac,MU,-20.5167,57.5167,79.18,83,75,5.75,broken clouds
355,Maksi,IN,23.2667,76.15,91.51,14,3,8.95,clear sky
356,Necochea,AR,-38.5473,-58.7368,72.59,58,12,9.04,few clouds
357,Wilmington,US,34.2257,-77.9447,58.89,39,0,18.41,clear sky
358,Sao Filipe,CV,14.8961,-24.4956,76.19,68,71,9.55,broken clouds
359,Bathsheba,BB,13.2167,-59.5167,84.81,70,75,23.02,broken clouds
360,Muravlenko,RU,63.7898,74.523,1.42,94,62,6.49,broken clouds
361,Beringovskiy,RU,63.05,179.3167,33.71,87,100,20.8,overcast clouds
362,Hualmay,PE,-11.0964,-77.6139,73.02,72,93,8.19,overcast clouds
363,Phuket,TH,8.0,98.25,88.09,89,20,1.14,few clouds
364,Cairns,AU,-16.9167,145.7667,76.95,91,75,3.44,broken clouds
365,Bandarbeyla,SO,9.4942,50.8122,81.28,76,98,9.42,overcast clouds
366,Aksarka,RU,66.5606,67.7975,11.05,96,100,5.95,overcast clouds
367,Bestobe,KZ,52.4994,73.0975,40.98,56,0,7.7,clear sky
368,Kahului,US,20.8947,-156.47,74.84,75,0,13.0,clear sky
369,Port Hardy,CA,50.6996,-127.4199,35.78,87,75,4.61,broken clouds
370,Talipparamba,IN,12.05,75.35,81.25,84,87,4.56,very heavy rain
371,Sierra Vista,US,31.5545,-110.3037,73.72,13,0,21.85,clear sky
372,Gniezno,PL,52.5348,17.5826,47.71,63,100,15.99,overcast clouds
373,Treinta Y Tres,UY,-33.2333,-54.3833,79.81,42,0,7.09,clear sky
374,Ust-Maya,RU,60.4167,134.5333,7.27,96,80,2.71,broken clouds
375,Mehamn,NO,71.0357,27.8492,35.73,98,100,30.18,overcast clouds
376,Kamenka,RU,51.3223,42.7678,48.88,89,65,2.39,broken clouds
377,Chernyshevskiy,RU,63.0128,112.4714,3.33,100,58,3.13,broken clouds
378,Suluktu,KG,39.9337,69.57,65.68,50,98,7.43,overcast clouds
379,Nabire,ID,-3.3667,135.4833,75.92,91,100,3.15,overcast clouds
380,Glendive,US,47.1053,-104.7125,46.02,57,100,28.01,overcast clouds
381,Tilichiki,RU,60.4667,166.1,30.07,99,100,9.91,snow
382,Kavaratti,IN,10.5669,72.642,84.27,75,80,11.03,broken clouds
383,Balkanabat,TM,39.5108,54.3671,76.05,31,100,10.11,overcast clouds
384,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,59,0,4.47,clear sky
385,Seoul,KR,37.5683,126.9778,58.57,49,0,5.75,clear sky
386,Tonj,SS,7.2737,28.6822,98.78,20,77,3.91,broken clouds
387,Hirara,JP,24.8,125.2833,72.09,85,99,13.98,overcast clouds
388,Puerto Ayacucho,VE,5.6639,-67.6236,89.47,57,99,2.98,overcast clouds
389,Selma,US,36.5708,-119.6121,64.02,53,0,14.2,clear sky
390,Kudahuvadhoo,MV,2.6708,72.8944,85.03,63,17,9.8,few clouds
391,Mabaruma,GY,8.2,-59.7833,86.0,74,75,9.22,broken clouds
392,Taoudenni,ML,22.6783,-3.9836,94.93,4,0,13.2,clear sky
393,Aykhal,RU,66.0,111.5,6.6,98,32,2.62,scattered clouds
394,Severnyy,RU,50.677,36.5532,57.24,51,0,11.18,clear sky
395,Ekhabi,RU,53.5102,142.9671,13.14,97,87,5.79,overcast clouds
396,Nanga Eboko,CM,4.6833,12.3667,82.35,55,92,2.84,light rain
397,Ayna,PE,-12.65,-73.9167,69.53,73,93,4.68,overcast clouds
398,Champerico,GT,14.3,-91.9167,86.54,55,72,4.29,broken clouds
399,Sambava,MG,-14.2667,50.1667,78.35,85,49,15.05,light rain
400,Romitan,UZ,39.9343,64.3814,71.55,43,0,2.3,clear sky
401,Sidi Ali,DZ,36.0998,0.4206,62.87,59,38,9.33,scattered clouds
402,Mwene-Ditu,CD,-7.0,23.45,74.71,79,100,3.31,light rain
403,Ambunti,PG,-4.2365,142.8448,74.07,99,100,2.44,overcast clouds
404,Plettenberg Bay,ZA,-34.0527,23.3716,64.42,77,8,14.83,clear sky
405,Cordoba,AR,-31.4135,-64.1811,80.76,51,75,16.11,broken clouds
406,Umm Kaddadah,SD,13.6017,26.6876,96.82,8,2,9.69,clear sky
407,Toora-Khem,RU,52.4675,96.11,26.37,88,100,1.95,overcast clouds
408,Katsuura,JP,35.1333,140.3,62.22,84,0,16.22,clear sky
409,Vostok,RU,46.4856,135.8833,24.17,97,19,4.79,few clouds
410,Longyearbyen,SJ,78.2186,15.6401,24.64,63,20,13.8,few clouds
411,Fort Nelson,CA,58.8053,-122.7002,33.39,69,20,10.36,few clouds
412,Hastings,GB,50.8552,0.5729,54.79,45,51,15.5,broken clouds
413,Kralendijk,BQ,12.15,-68.2667,85.98,62,75,19.57,broken clouds
414,Antalaha,MG,-14.9003,50.2788,77.0,84,91,10.6,overcast clouds
415,Marystown,CA,47.1666,-55.1483,33.66,96,100,23.91,light snow
416,Sawtell,AU,-30.3833,153.1,64.18,94,51,4.61,broken clouds
417,Langsa,ID,4.4683,97.9683,75.74,92,61,2.59,broken clouds
418,Lubango,AO,-14.9172,13.4925,78.66,36,75,9.22,broken clouds
419,Manturovo,RU,58.3353,44.7619,44.6,91,100,10.27,overcast clouds
420,Bien Hoa,VN,10.95,106.8167,82.38,78,93,8.84,overcast clouds
421,Erzin,TR,36.9559,36.2,59.88,89,0,2.59,clear sky
422,Altar,MX,30.7,-111.8167,78.93,26,26,8.84,scattered clouds
423,Itum-Kale,RU,42.7356,45.5758,50.45,85,89,1.41,overcast clouds
424,Hamilton,US,39.1834,-84.5333,40.87,78,100,13.8,overcast clouds
425,Tateyama,JP,34.9833,139.8667,62.1,83,0,15.5,clear sky
426,Musoma,TZ,-1.5,33.8,75.33,65,17,6.24,few clouds
427,Pakxan,LA,18.3778,103.6601,77.72,49,10,2.1,clear sky
428,Daeni,RO,44.8333,28.1167,71.26,41,6,8.93,clear sky
429,Ziro,IN,27.6333,93.8333,50.67,95,68,0.11,broken clouds
430,Chibuto,MZ,-24.6867,33.5306,72.5,63,100,10.58,overcast clouds
431,High Prairie,CA,55.4334,-116.4858,32.5,78,100,21.18,overcast clouds
432,Manadhoo,MV,5.7667,73.3833,84.67,72,96,11.52,overcast clouds
433,Manati,PR,18.4275,-66.4921,86.18,73,73,14.27,broken clouds
434,Cape Canaveral,US,28.4058,-80.6048,70.0,40,0,12.66,clear sky
435,Bandar-E Lengeh,IR,26.5579,54.8807,82.51,61,86,11.5,haze
436,Yarkovo,RU,57.4028,67.0786,29.86,97,35,4.79,scattered clouds
437,Alice Springs,AU,-23.7,133.8833,56.75,44,0,0.0,clear sky
438,Sapouy,BF,11.5544,-1.7736,105.78,15,82,3.78,broken clouds
439,Upata,VE,8.0086,-62.3989,91.36,37,73,7.99,broken clouds
440,Abu Dhabi,AE,24.4667,54.3667,87.91,56,0,8.05,clear sky
441,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,79.43,90,100,3.56,overcast clouds
442,Houlton,US,46.1262,-67.8403,48.61,69,20,0.0,few clouds
443,Arman,RU,59.7,150.1667,8.78,96,74,5.86,broken clouds
444,Cam Ranh,VN,11.9214,109.1591,76.96,73,20,5.75,few clouds
445,Novoselytsya,UA,48.2193,26.2653,51.69,76,74,18.81,broken clouds
446,San Luis,AR,-33.295,-66.3356,80.85,32,0,12.77,clear sky
447,Staryy Nadym,RU,65.6118,72.6842,3.76,94,100,1.92,overcast clouds
448,Olinda,BR,-8.0089,-34.8553,85.73,70,40,13.8,scattered clouds
449,Pascagoula,US,30.3658,-88.5561,60.8,40,0,6.91,clear sky
450,Mandapeta,IN,16.8667,81.9333,86.34,80,83,8.7,broken clouds
451,Kushmurun,KZ,52.4503,64.6311,43.88,75,100,10.74,overcast clouds
452,Saint Anthony,US,45.0205,-93.218,46.35,38,0,3.44,clear sky
453,San Patricio,US,28.017,-97.5169,77.09,33,0,13.04,clear sky
454,Zeya,RU,53.75,127.2667,22.77,84,52,4.05,broken clouds
455,Ugoofaaru,MV,5.6667,73.0,84.34,72,100,10.54,overcast clouds
456,Brooks,CA,50.5834,-111.8851,41.04,38,100,16.11,overcast clouds
457,Honiara,SB,-9.4333,159.95,77.18,84,55,3.96,broken clouds
458,Makurdi,NG,7.7411,8.5121,96.6,37,100,6.8,overcast clouds
459,Camacha,PT,33.0833,-16.3333,62.02,59,40,10.36,scattered clouds
460,Dhidhdhoo,MV,6.8833,73.1,85.14,70,96,10.98,overcast clouds
461,Medea,DZ,36.2642,2.7539,60.96,54,11,7.76,few clouds
462,Collie,AU,-33.3667,116.15,47.91,69,75,0.56,broken clouds
463,Pangoa,PE,-12.1167,-73.0,74.32,94,100,3.47,overcast clouds
464,Valparaiso,CL,-33.0393,-71.6273,62.24,67,0,8.05,clear sky
465,Sadovoye,RU,47.7764,44.5089,55.13,66,68,5.48,broken clouds
466,Kirgiz-Miyaki,RU,53.6324,54.7979,38.05,96,100,4.07,overcast clouds
467,Pasni,PK,25.2631,63.471,82.27,64,64,14.38,broken clouds
468,Hanyang,CN,32.1371,105.5126,63.7,69,35,2.64,scattered clouds
469,Port Shepstone,ZA,-30.7414,30.455,66.27,86,100,16.53,moderate rain
470,Kamyshin,RU,50.0983,45.416,53.33,84,100,1.34,overcast clouds
471,Barcelos,PT,41.5388,-8.6151,69.91,69,99,7.74,overcast clouds
472,Imeni Babushkina,RU,59.7573,43.1285,36.84,99,98,3.69,overcast clouds
473,Obzor,BG,42.8167,27.8833,66.42,72,72,11.12,broken clouds
474,Skhisma,GR,35.2667,25.7167,62.83,67,100,2.95,overcast clouds
475,Vao,NC,-22.6667,167.4833,77.41,84,29,23.78,scattered clouds
476,Santo Antonio Do Ica,BR,-3.1022,-67.9397,83.28,82,99,2.33,overcast clouds
477,Nakasongola,UG,1.3089,32.4564,78.51,43,62,8.21,broken clouds
478,Borba,BR,-4.3878,-59.5939,82.56,76,100,4.41,overcast clouds
479,Kosh-Agach,RU,50.0,88.6667,23.94,59,75,8.75,broken clouds
480,Ulcinj,ME,41.9294,19.2244,64.62,81,57,8.43,broken clouds
481,Paredon,MX,16.0333,-93.8667,84.0,46,75,19.95,broken clouds
482,Farafangana,MG,-22.8167,47.8333,75.79,83,39,7.58,scattered clouds
483,Nexo,DK,55.0607,15.1306,42.89,67,44,25.88,scattered clouds
484,Coueron,FR,47.2151,-1.7217,55.35,48,0,6.91,clear sky
485,Aksu,CN,41.1231,80.2644,74.19,17,100,3.62,overcast clouds
486,Porto Torres,IT,40.835,8.3972,57.38,56,100,20.22,overcast clouds
487,Zyryanka,RU,65.75,150.85,-18.24,99,92,11.56,overcast clouds
488,Kieta,PG,-6.2167,155.6333,78.55,81,77,1.52,broken clouds
489,Jaicos,BR,-7.3592,-41.1378,90.12,46,76,2.26,broken clouds
490,Montepuez,MZ,-13.1256,38.9997,70.9,84,51,3.38,broken clouds
491,Okha,RU,53.5739,142.9478,14.45,95,75,6.78,broken clouds
492,Doha,QA,25.2867,51.5333,91.71,35,74,9.22,broken clouds
493,Igbaras,PH,10.7157,122.2657,77.32,82,100,4.54,overcast clouds
494,Clarksburg,US,39.2807,-80.3445,42.93,84,75,11.5,broken clouds
495,Copala,MX,16.65,-98.9833,86.02,43,79,3.74,broken clouds
496,Ilinskiy,RU,55.619,38.1182,50.38,62,0,8.95,clear sky
497,Myanaung,MM,18.2833,95.3167,84.63,50,4,2.19,clear sky
498,Dongying,CN,37.4564,118.4856,76.55,41,0,14.5,clear sky
499,Port Hawkesbury,CA,45.6169,-61.3485,56.91,90,40,6.91,scattered clouds
500,Biak,ID,-0.9131,122.8766,76.87,79,99,4.0,overcast clouds
501,Muros,ES,42.7762,-9.0603,67.68,64,99,5.97,overcast clouds
502,Bereda,ES,43.2686,-7.5406,67.14,41,80,4.21,broken clouds
503,North Bend,US,43.4065,-124.2243,44.17,93,75,8.05,broken clouds
504,Buin,CL,-33.7333,-70.75,71.87,43,29,6.69,scattered clouds
505,Sibulan,PH,9.3584,123.285,76.42,88,100,2.93,light rain
506,Grindavik,IS,63.8424,-22.4338,39.67,87,75,28.77,broken clouds
507,Razole,IN,16.4833,81.8333,81.43,84,79,6.02,broken clouds
508,Bud,US,39.447,-86.1758,38.68,74,98,14.52,overcast clouds
509,Khilok,RU,51.3674,110.4676,29.86,96,100,11.01,snow
510,Rjukan,NO,59.8789,8.5941,42.96,71,100,18.79,overcast clouds
511,Hervey Bay,AU,-25.2986,152.8535,74.37,84,84,18.66,broken clouds
512,Turan,VN,16.0678,108.2208,71.58,83,0,2.3,clear sky
513,Callaguip,PH,18.0714,120.4867,82.42,83,75,4.61,broken clouds
514,Porto Velho,BR,-8.7619,-63.9039,86.05,70,40,2.3,scattered clouds
515,Lingao,CN,19.9103,109.6859,68.45,83,1,9.71,clear sky
516,Shenjiamen,CN,29.9576,122.298,59.31,87,3,14.14,clear sky
517,Sur,OM,22.5667,59.5289,89.74,35,100,9.1,overcast clouds
518,Maceio,BR,-9.6658,-35.7353,85.44,70,75,16.11,broken clouds
519,Nara,JP,34.6851,135.8049,61.92,69,0,1.34,clear sky
520,Tynda,RU,55.1667,124.7167,10.53,95,73,2.8,broken clouds
521,Boma,GH,7.0805,-2.1697,96.76,37,93,1.88,overcast clouds
522,Babu,CN,24.4167,111.5167,70.38,58,3,2.8,clear sky
523,Ossora,RU,59.2353,163.0719,14.36,88,92,4.97,overcast clouds
524,Sorland,NO,67.667,12.6934,39.79,68,76,10.69,broken clouds
525,Gat,IL,31.61,34.7642,66.88,100,0,11.88,clear sky
526,Nelson Bay,AU,-32.7167,152.15,66.0,94,45,9.19,scattered clouds
527,Sinnamary,GF,5.3833,-52.95,80.38,83,86,12.57,overcast clouds
528,Montelibano,CO,7.9829,-75.4229,85.98,67,100,0.65,overcast clouds
529,Harper,LR,4.375,-7.7169,85.23,72,100,11.3,overcast clouds
530,Ambulu,ID,-8.345,113.6058,75.94,90,12,2.13,few clouds
531,Placido De Castro,BR,-10.3353,-67.1856,90.36,52,100,3.6,overcast clouds
532,Tromso,NO,69.6496,18.957,39.22,60,20,11.5,few clouds
533,Tecoanapa,MX,16.5167,-98.75,85.44,47,60,4.68,broken clouds
534,Tulun,RU,54.5611,100.5792,28.13,90,93,4.09,overcast clouds
535,Karatau,KZ,43.1667,70.4667,57.69,91,86,4.0,overcast clouds
536,Alyangula,AU,-13.8483,136.4192,71.47,100,51,2.3,broken clouds
537,Indramayu,ID,-6.3264,108.32,79.38,77,63,3.98,broken clouds
538,Mwinilunga,ZM,-11.7358,24.4293,66.33,92,93,4.92,moderate rain
539,Stephanskirchen,DE,47.8595,12.1528,46.83,47,96,6.02,overcast clouds
540,Oktyabrskoye,RU,43.0645,44.7417,60.94,45,20,4.47,few clouds
541,Mogok,MM,22.9167,96.5,67.12,57,30,0.94,scattered clouds
542,Mogadishu,SO,2.0371,45.3438,82.09,74,84,13.0,broken clouds
543,Blankenberge,BE,51.3131,3.1323,50.95,49,34,3.0,scattered clouds
544,Ushibuka,JP,32.1906,130.0228,60.42,81,2,4.56,clear sky
545,Saint-Pierre,RE,-21.3393,55.4781,80.28,69,75,16.11,broken clouds
546,Bambanglipuro,ID,-7.95,110.2833,77.65,83,100,1.77,overcast clouds
547,Taltal,CL,-25.4,-70.4833,66.47,68,32,6.49,scattered clouds
548,Raudeberg,NO,61.9875,5.1352,36.95,90,100,29.62,overcast clouds
549,Lorengau,PG,-2.0226,147.2712,77.77,87,100,3.74,overcast clouds
550,Fairbanks,US,64.8378,-147.7164,1.81,70,0,4.61,clear sky
551,Yanji,CN,42.9075,129.5078,53.49,44,100,2.98,overcast clouds
552,Xinzhi,CN,36.4989,111.7047,71.56,24,0,4.47,clear sky
553,Wajima,JP,37.4,136.9,55.24,67,0,12.57,clear sky
554,Ogbomosho,NG,8.133,4.25,94.59,38,93,11.27,overcast clouds
555,Bontang,ID,0.1333,117.5,78.08,87,100,8.86,light rain
556,Quelimane,MZ,-17.8786,36.8883,80.55,78,75,4.61,broken clouds
557,Bahir Dar,ET,11.5936,37.3908,79.47,28,11,4.52,few clouds
558,Cukai,MY,4.25,103.4167,75.15,87,80,1.7,broken clouds
559,Bennington,US,42.8781,-73.1968,45.25,93,100,3.44,light rain
560,Tra Vinh,VN,9.9347,106.3453,77.88,84,50,5.5,scattered clouds
561,Krasnoslobodsk,RU,48.7072,44.5714,60.62,67,0,11.18,clear sky
562,Avera,US,33.194,-82.5271,49.91,48,33,16.6,scattered clouds
563,Aleksinac,RS,43.5417,21.7078,69.96,52,95,5.26,overcast clouds
564,Jiaojiang,CN,28.6803,121.4428,58.86,94,35,3.6,scattered clouds
565,Mian Channun,PK,30.44,72.3543,89.24,7,0,6.29,clear sky
566,Port Keats,AU,-14.25,129.55,77.18,53,4,3.65,clear sky
567,Adeje,ES,28.1227,-16.726,67.32,59,20,6.91,few clouds
568,Cobija,BO,-11.0267,-68.7692,86.18,74,75,0.0,broken clouds
569,Talcahuano,CL,-36.7167,-73.1167,56.88,82,75,13.8,broken clouds
570,Winnipeg,CA,49.8844,-97.147,38.98,67,100,16.11,overcast clouds
571,Tsaratanana,MG,-16.7833,47.65,75.58,77,40,6.85,scattered clouds
572,Eureka,US,40.8021,-124.1637,48.2,77,6,7.0,clear sky
573,Lieksa,FI,63.3167,30.0167,34.3,74,93,14.18,overcast clouds
574,Bosaso,SO,11.2842,49.1816,81.81,74,100,2.46,overcast clouds
575,Aras,ES,42.5617,-2.356,57.61,41,20,6.91,few clouds
576,Temanggung,ID,-7.3162,110.1755,73.8,96,100,2.17,light rain
577,Russell,US,32.3502,-85.1999,51.06,50,100,17.27,overcast clouds
578,Carcassonne,FR,43.25,2.1667,59.23,48,75,19.57,broken clouds
579,Kangaatsiaq,GL,68.3065,-53.4641,12.4,85,98,5.59,overcast clouds
580,Narsaq,GL,60.9167,-46.05,37.62,45,2,4.52,clear sky
581,Atar,MR,20.5169,-13.0499,97.47,4,0,9.42,clear sky
582,Cap Malheureux,MU,-19.9842,57.6142,78.48,81,3,3.0,clear sky
583,Itainopolis,BR,-7.4469,-41.4783,94.78,37,82,6.76,broken clouds
584,Ternate,ID,0.8,127.4,81.34,80,97,6.02,overcast clouds
585,Teguise,ES,29.0605,-13.564,68.22,64,20,9.22,few clouds
586,Pemangkat,ID,1.1667,108.9667,78.66,83,98,3.06,overcast clouds
587,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,93,100,11.5,mist
588,Port Moresby,PG,-9.4431,147.1797,76.42,100,75,5.75,broken clouds
589,Abha,SA,18.2164,42.5053,71.42,28,0,16.11,clear sky
590,Balingasay,PH,16.3573,119.8564,81.88,72,54,2.19,broken clouds
591,Thunder Bay,CA,48.4001,-89.3168,37.29,45,0,9.22,clear sky
592,Ha Tinh,VN,18.3333,105.9,68.07,88,6,2.42,clear sky
593,Banda Aceh,ID,5.5577,95.3222,80.69,78,88,3.67,overcast clouds
594,Mbour,SN,14.422,-16.9638,97.65,28,10,17.34,clear sky
595,Vyartsilya,RU,62.1764,30.693,35.11,79,82,9.26,broken clouds
596,Pontes E Lacerda,BR,-15.2261,-59.3353,88.93,58,40,3.56,scattered clouds
597,Brawley,US,32.9787,-115.5303,80.62,26,0,3.44,haze
598,Joshimath,IN,30.5667,79.5667,58.87,62,87,7.09,overcast clouds
599,Hailey,US,43.5196,-114.3153,40.8,25,0,18.01,clear sky
600,Abong Mbang,CM,3.9833,13.1833,85.24,43,98,4.18,overcast clouds
601,Qui Nhon,VN,13.7667,109.2333,70.61,85,36,7.47,scattered clouds
602,Jacareacanga,BR,-6.2222,-57.7528,90.21,53,100,3.91,overcast clouds
603,Oktyabrskiy,RU,54.4815,53.471,37.51,98,100,3.65,overcast clouds
604,Yenagoa,NG,4.9247,6.2642,81.1,78,100,9.13,overcast clouds
605,Talmenka,RU,53.8183,83.5677,33.39,89,41,7.07,scattered clouds
606,Peace River,CA,56.2501,-117.286,35.91,86,100,14.97,overcast clouds
607,Cherskiy,RU,68.75,161.3,-18.67,100,92,3.87,overcast clouds
608,Jeremie,HT,18.65,-74.1167,81.5,69,100,3.2,overcast clouds
609,Raglan,NZ,-37.8,174.8833,43.3,87,0,2.68,clear sky
610,Honghu,CN,29.8206,113.4621,72.52,49,93,7.0,overcast clouds
611,Sola,VU,-13.8833,167.55,82.17,71,40,13.4,scattered clouds
612,Verkhnevilyuysk,RU,63.4453,120.3167,5.92,99,92,2.68,overcast clouds
613,Choya,RU,52.0108,86.5467,30.79,93,95,3.62,light snow
614,Harer,ET,9.3094,42.1258,70.27,42,84,3.67,broken clouds
615,Senanga,ZM,-16.1167,23.2667,70.36,84,80,5.64,light rain
616,Basco,PH,20.4487,121.9702,78.01,83,50,21.85,scattered clouds
617,Birjand,IR,32.8663,59.2211,75.67,11,86,4.61,haze
618,Porto Belo,BR,-27.1578,-48.5531,82.8,75,21,5.48,few clouds
619,Negombo,LK,7.2083,79.8358,79.92,80,95,3.49,light rain
620,Port Macquarie,AU,-31.4333,152.9167,62.89,84,43,0.96,scattered clouds
621,Vila,PT,42.0304,-8.1588,60.69,51,100,6.55,overcast clouds
622,Tual,ID,-5.6667,132.75,84.33,73,50,16.78,scattered clouds
623,Port Augusta,AU,-32.5,137.7667,67.33,36,52,4.76,broken clouds
624,Basna,IN,21.2833,82.8167,93.0,15,2,3.47,clear sky
625,Redmond,US,47.674,-122.1215,44.19,80,38,8.99,scattered clouds
626,Concordia,AR,-31.393,-58.0209,78.87,70,40,5.99,scattered clouds
627,Khandyga,RU,62.6667,135.6,23.11,97,100,4.32,light snow
628,Novaya Igirma,RU,57.1334,103.9112,29.28,98,100,2.17,overcast clouds
629,Phillipsburg,US,40.6937,-75.1902,48.67,87,89,9.71,overcast clouds
630,Aleksandrov Gay,RU,50.147,48.5704,48.85,93,99,3.98,overcast clouds
631,Japura,ID,-0.3167,102.35,74.79,91,100,2.44,overcast clouds
632,Sechura,PE,-5.5569,-80.8222,75.78,67,100,6.98,overcast clouds
633,Saint-Augustin,CA,51.226,-58.6502,32.52,100,100,12.8,snow
634,Boueni,YT,-12.9025,45.0761,80.58,74,54,9.89,broken clouds
635,Bayir,TR,37.2687,28.2167,66.72,59,60,5.46,broken clouds
636,Hun,LY,29.1268,15.9477,83.71,16,22,11.34,few clouds
637,Huarmey,PE,-10.0681,-78.1522,73.56,73,74,8.66,broken clouds
638,Prince Rupert,CA,54.3161,-130.3201,37.09,87,100,3.44,overcast clouds
639,Payo,ID,-3.7508,103.6372,73.08,97,100,2.28,overcast clouds
640,Taksimo,RU,56.3444,114.8794,19.67,86,100,0.87,overcast clouds
641,Kathu,TH,7.9178,98.3332,87.69,84,25,3.18,scattered clouds
642,Porto Novo,BJ,6.4965,2.6036,82.22,64,90,10.18,overcast clouds
643,Pegnitz,DE,49.7564,11.545,46.33,89,64,11.39,light rain
644,Ust-Barguzin,RU,53.45,108.9833,26.73,92,100,2.17,overcast clouds
645,Lyambir,RU,54.2817,45.1249,38.16,100,100,3.96,overcast clouds
646,Susangerd,IR,31.5608,48.1831,86.5,16,37,20.54,scattered clouds
647,Weligama,LK,5.9667,80.4167,78.24,85,50,7.34,scattered clouds
648,Rioblanco,CO,3.5308,-75.6806,72.46,76,100,4.16,overcast clouds
649,Kulhudhuffushi,MV,6.6221,73.07,85.32,69,100,10.31,overcast clouds
650,Ornes,NO,66.8689,13.7078,38.37,85,92,3.02,overcast clouds
651,Maniitsoq,GL,65.4167,-52.9,20.14,73,30,0.98,scattered clouds
652,Charters Towers,AU,-20.1,146.2667,69.78,92,5,9.04,clear sky
653,Fort Morgan,US,40.2503,-103.8,63.82,28,0,11.5,clear sky
654,Dilla,ET,6.41,38.31,74.07,49,63,7.4,light rain
655,Valle Hermoso,MX,25.6667,-97.8333,78.66,43,5,20.27,clear sky
656,Darnah,LY,32.767,22.6367,67.03,47,100,4.32,overcast clouds
657,Yakeshi,CN,49.2833,120.7333,44.29,44,100,18.92,overcast clouds
658,Baykit,RU,61.67,96.37,14.56,96,95,2.89,overcast clouds
659,Kalmunai,LK,7.4167,81.8167,80.08,80,100,3.31,moderate rain
660,Marsa Matruh,EG,31.3525,27.2453,66.4,63,0,9.22,clear sky
661,Zhigansk,RU,66.7697,123.3711,4.19,94,72,10.0,broken clouds
662,Gorontalo,ID,0.5412,123.0595,75.7,90,74,1.63,broken clouds
663,Takoradi,GH,4.8845,-1.7554,85.51,70,99,14.76,overcast clouds
664,Mmabatho,ZA,-25.85,25.6333,55.36,94,75,18.41,light intensity drizzle
665,Pozoblanco,ES,38.3791,-4.8483,62.92,62,93,5.73,overcast clouds
666,Mayo,US,38.8876,-76.5119,55.11,59,75,10.36,broken clouds
667,Aswan,EG,24.0934,32.907,105.1,7,0,6.91,clear sky
668,Kiunga,PG,-6.1219,141.2906,73.18,99,100,1.77,overcast clouds
669,Tautira,PF,-17.7333,-149.15,80.19,80,100,18.66,light rain
670,Laela,TZ,-8.5667,32.05,63.81,86,73,2.53,broken clouds
671,Emerald,AU,-23.5333,148.1667,71.74,83,7,4.61,clear sky
672,Bima,ID,-8.4667,118.7167,75.69,94,4,2.62,clear sky
673,Ilam,NP,26.9167,87.9167,66.16,74,12,4.92,few clouds
674,Bukama,CD,-9.2,25.85,77.11,83,73,1.34,light rain
675,Broken Hill,AU,-31.95,141.4333,64.11,72,0,9.22,clear sky
676,Santa Cruz,BO,-17.8,-63.1667,85.46,70,75,17.27,broken clouds
677,Plouzane,FR,48.3833,-4.6167,53.65,54,100,10.36,overcast clouds
678,Dunedin,NZ,-45.8742,170.5036,49.48,86,67,10.83,broken clouds
679,Ponta Delgada,PT,37.7333,-25.6667,61.52,72,40,24.16,scattered clouds
680,Fenoarivo,MG,-18.933,47.4354,62.19,81,6,7.94,clear sky
681,Menongue,AO,-14.6585,17.691,73.35,62,61,4.09,broken clouds
682,Urumqi,CN,43.801,87.6005,58.15,33,0,4.47,clear sky
683,Synya,RU,65.3718,58.0387,34.27,76,93,11.07,overcast clouds
